date,dep_time,sched_dep_time,sched_dep_time (modified),dep_delay,tailnum,air_time,name
2013-06-04,08:36,08:40,08:51,-4.0,N19117,324.0,United Air Lines Inc.
2013-06-04,08:57,09:00,08:51,-3.0,N712TW,338.0,Delta Air Lines Inc.
2013-06-04,08:53,09:00,08:51,-7.0,N339AA,323.0,American Airlines Inc.
2013-06-04,09:20,09:25,09:51,-5.0,N622VA,318.0,Virgin America
2013-06-04,09:36,09:29,09:51,7.0,N775JB,326.0,JetBlue Airways
2013-06-04,10:24,10:30,10:51,-6.0,N338AA,326.0,American Airlines Inc.
2013-06-04,11:21,11:25,11:51,-4.0,N502UA,334.0,United Air Lines Inc.
2013-06-04,11:57,12:00,11:51,-3.0,N624AG,325.0,Delta Air Lines Inc.
2013-06-04,11:57,12:00,11:51,-3.0,N329AA,327.0,American Airlines Inc.
2013-06-04,12:55,13:00,12:51,-5.0,N628VA,322.0,Virgin America
2013-06-04,14:24,13:45,13:51,39.0,N320AA,321.0,American Airlines Inc.
2013-06-04,15:29,15:30,15:51,-1.0,N196DN,325.0,Delta Air Lines Inc.
2013-06-04,15:40,15:40,15:51,0.0,N14115,344.0,United Air Lines Inc.
2013-06-04,16:48,15:45,15:51,63.0,N319AA,327.0,American Airlines Inc.
2013-06-04,16:31,16:32,16:51,-1.0,N632JB,333.0,JetBlue Airways
2013-06-04,16:52,16:55,16:51,-3.0,N623VA,324.0,Virgin America
2013-06-04,16:57,17:00,16:51,-3.0,N324AA,330.0,American Airlines Inc.
2013-06-04,17:50,17:00,16:51,50.0,N721TW,323.0,Delta Air Lines Inc.
2013-06-04,22:05,17:55,17:51,250.0,N505UA,340.0,United Air Lines Inc.
2013-06-04,18:14,18:15,17:51,-1.0,N194DN,328.0,Delta Air Lines Inc.
2013-06-04,19:11,19:10,18:51,1.0,N328AA,327.0,American Airlines Inc.
2013-06-04,20:08,20:01,19:51,7.0,N633VA,329.0,Virgin America
2013-06-04,20:21,20:25,20:51,-4.0,N560UA,335.0,United Air Lines Inc.
2013-06-04,20:25,20:30,20:51,-5.0,N766JB,329.0,JetBlue Airways
2013-06-04,20:58,21:00,20:51,-2.0,N197DN,323.0,Delta Air Lines Inc.
2013-06-04,21:42,21:45,21:51,-3.0,N327AA,329.0,American Airlines Inc.
2013-06-05,06:53,06:00,05:51,53.0,N19136,356.0,United Air Lines Inc.
2013-06-05,06:59,07:00,06:51,-1.0,N192DN,347.0,Delta Air Lines Inc.
2013-06-05,07:01,07:00,06:51,1.0,N646JB,345.0,JetBlue Airways
2013-06-05,07:12,07:15,06:51,-3.0,N625VA,345.0,Virgin America
2013-06-05,07:27,07:30,07:51,-3.0,N329AA,345.0,American Airlines Inc.
2013-06-05,08:39,08:40,08:51,-1.0,N19117,330.0,United Air Lines Inc.
2013-06-05,08:51,09:00,08:51,-9.0,N319AA,343.0,American Airlines Inc.
2013-06-05,08:57,09:00,08:51,-3.0,N727TW,360.0,Delta Air Lines Inc.
2013-06-05,09:23,09:25,09:51,-2.0,N628VA,337.0,Virgin America
2013-06-05,09:32,09:29,09:51,3.0,N658JB,309.0,JetBlue Airways
2013-06-05,10:26,10:30,10:51,-4.0,N338AA,325.0,American Airlines Inc.
2013-06-05,11:20,11:25,11:51,-5.0,N502UA,312.0,United Air Lines Inc.
2013-06-05,11:53,12:00,11:51,-7.0,N705TW,309.0,Delta Air Lines Inc.
2013-06-05,11:54,12:00,11:51,-6.0,N328AA,315.0,American Airlines Inc.
2013-06-05,12:59,13:00,12:51,-1.0,N622VA,326.0,Virgin America
2013-06-05,13:44,13:45,13:51,-1.0,N339AA,347.0,American Airlines Inc.
2013-06-05,15:29,15:30,15:51,-1.0,N191DN,321.0,Delta Air Lines Inc.
2013-06-05,15:40,15:40,15:51,0.0,N14115,347.0,United Air Lines Inc.
2013-06-05,15:45,15:45,15:51,0.0,N332AA,346.0,American Airlines Inc.
2013-06-05,16:36,16:32,16:51,4.0,N652JB,320.0,JetBlue Airways
2013-06-05,16:58,16:55,16:51,3.0,N633VA,327.0,Virgin America
2013-06-05,17:06,17:00,16:51,6.0,N327AA,322.0,American Airlines Inc.
2013-06-05,17:26,17:30,17:51,-4.0,N703TW,316.0,Delta Air Lines Inc.
2013-06-05,17:54,17:55,17:51,-1.0,N505UA,329.0,United Air Lines Inc.
2013-06-05,18:20,18:15,17:51,5.0,N193DN,329.0,Delta Air Lines Inc.
2013-06-05,19:05,19:10,18:51,-5.0,N323AA,315.0,American Airlines Inc.
2013-06-05,19:53,20:01,19:51,-8.0,N640VA,318.0,Virgin America
2013-06-05,20:17,20:25,20:51,-8.0,N555UA,322.0,United Air Lines Inc.
2013-06-05,20:29,20:30,20:51,-1.0,N646JB,325.0,JetBlue Airways
2013-06-05,21:00,21:00,20:51,0.0,N192DN,322.0,Delta Air Lines Inc.
2013-06-05,21:38,21:45,21:51,-7.0,N329AA,317.0,American Airlines Inc.
2013-06-06,05:59,06:00,05:51,-1.0,N17139,309.0,United Air Lines Inc.
2013-06-06,06:58,07:00,06:51,-2.0,N809JB,334.0,JetBlue Airways
2013-06-06,07:05,07:00,06:51,5.0,N190DN,330.0,Delta Air Lines Inc.
2013-06-06,07:12,07:15,06:51,-3.0,N638VA,323.0,Virgin America
2013-06-06,07:50,07:30,07:51,20.0,N338AA,327.0,American Airlines Inc.
2013-06-06,08:47,08:40,08:51,7.0,N502UA,331.0,United Air Lines Inc.
2013-06-06,08:54,09:00,08:51,-6.0,N709TW,351.0,Delta Air Lines Inc.
2013-06-06,08:54,09:00,08:51,-6.0,N327AA,341.0,American Airlines Inc.
2013-06-06,09:30,09:25,09:51,5.0,N621VA,354.0,Virgin America
2013-06-06,09:22,09:29,09:51,-7.0,N618JB,327.0,JetBlue Airways
2013-06-06,10:29,10:30,10:51,-1.0,N323AA,336.0,American Airlines Inc.
2013-06-06,11:28,11:26,11:51,2.0,N560UA,322.0,United Air Lines Inc.
2013-06-06,11:57,12:00,11:51,-3.0,N709TW,322.0,Delta Air Lines Inc.
2013-06-06,11:51,12:00,11:51,-9.0,N319AA,317.0,American Airlines Inc.
2013-06-06,12:59,13:00,12:51,-1.0,N628VA,327.0,Virgin America
2013-06-06,14:06,13:45,13:51,21.0,N5EAAA,324.0,American Airlines Inc.
2013-06-06,15:33,15:30,15:51,3.0,N199DN,319.0,Delta Air Lines Inc.
2013-06-06,15:46,15:45,15:51,1.0,N328AA,331.0,American Airlines Inc.
2013-06-06,16:29,16:32,16:51,-3.0,N646JB,326.0,JetBlue Airways
2013-06-06,16:57,16:55,16:51,2.0,N641VA,333.0,Virgin America
2013-06-06,17:21,17:00,16:51,21.0,N712TW,321.0,Delta Air Lines Inc.
2013-06-06,16:59,17:00,16:51,-1.0,N329AA,320.0,American Airlines Inc.
2013-06-06,18:11,17:56,17:51,15.0,N21108,333.0,United Air Lines Inc.
2013-06-06,18:16,18:15,17:51,1.0,N197DN,326.0,Delta Air Lines Inc.
2013-06-06,19:09,19:10,18:51,-1.0,N339AA,323.0,American Airlines Inc.
2013-06-06,19:54,20:01,19:51,-7.0,N634VA,333.0,Virgin America
2013-06-06,20:36,20:25,20:51,11.0,N512UA,315.0,United Air Lines Inc.
2013-06-06,20:25,20:30,20:51,-5.0,N524JB,331.0,JetBlue Airways
2013-06-06,20:57,21:00,20:51,-3.0,N190DN,319.0,Delta Air Lines Inc.
2013-06-06,21:45,21:45,21:51,0.0,N338AA,308.0,American Airlines Inc.
2013-06-07,05:57,06:00,05:51,-3.0,N17139,321.0,United Air Lines Inc.
2013-06-07,06:55,07:00,06:51,-5.0,N794JB,317.0,JetBlue Airways
2013-06-07,06:57,07:00,06:51,-3.0,N188DN,313.0,Delta Air Lines Inc.
2013-06-07,07:15,07:15,06:51,0.0,N621VA,327.0,Virgin America
2013-06-07,08:42,07:30,07:51,72.0,N324AA,343.0,American Airlines Inc.
2013-06-07,08:29,08:30,08:51,-1.0,N723TW,310.0,Delta Air Lines Inc.
2013-06-07,08:49,08:40,08:51,9.0,N21108,325.0,United Air Lines Inc.
2013-06-07,08:55,09:00,08:51,-5.0,N327AA,349.0,American Airlines Inc.
2013-06-07,09:32,09:25,09:51,7.0,N632VA,325.0,Virgin America
2013-06-07,09:32,09:29,09:51,3.0,N809JB,317.0,JetBlue Airways
2013-06-07,10:28,10:30,10:51,-2.0,N332AA,323.0,American Airlines Inc.
2013-06-07,11:30,11:26,11:51,4.0,N502UA,299.0,United Air Lines Inc.
2013-06-07,12:32,12:00,11:51,32.0,N323AA,322.0,American Airlines Inc.
2013-06-07,11:59,12:00,11:51,-1.0,N706TW,313.0,Delta Air Lines Inc.
2013-06-07,13:09,13:00,12:51,9.0,N631VA,312.0,Virgin America
2013-06-07,13:41,13:45,13:51,-4.0,N336AA,313.0,American Airlines Inc.
2013-06-07,15:54,14:40,14:51,74.0,N560UA,313.0,United Air Lines Inc.
2013-06-07,15:32,15:30,15:51,2.0,N189DN,315.0,Delta Air Lines Inc.
2013-06-07,15:43,15:45,15:51,-2.0,N319AA,307.0,American Airlines Inc.
2013-06-07,16:28,16:32,16:51,-4.0,N524JB,307.0,JetBlue Airways
2013-06-07,17:31,16:55,16:51,36.0,N634VA,308.0,Virgin America
2013-06-07,17:14,17:00,16:51,14.0,N338AA,305.0,American Airlines Inc.
2013-06-07,17:59,17:00,16:51,59.0,N723TW,304.0,Delta Air Lines Inc.
2013-06-07,18:13,17:56,17:51,17.0,N512UA,328.0,United Air Lines Inc.
2013-06-07,18:44,18:15,17:51,29.0,N192DN,309.0,Delta Air Lines Inc.
2013-06-07,19:31,19:10,18:51,21.0,N328AA,292.0,American Airlines Inc.
2013-06-07,22:08,20:01,19:51,127.0,N633VA,303.0,Virgin America
2013-06-07,22:03,20:25,20:51,98.0,N505UA,293.0,United Air Lines Inc.
2013-06-07,20:25,20:30,20:51,-5.0,N709JB,301.0,JetBlue Airways
2013-06-07,22:24,21:00,20:51,84.0,N194DN,289.0,Delta Air Lines Inc.
2013-06-07,23:10,21:45,21:51,85.0,N324AA,306.0,American Airlines Inc.
2013-06-08,06:06,06:00,05:51,6.0,N17139,310.0,United Air Lines Inc.
2013-06-08,06:55,07:00,06:51,-5.0,N806JB,306.0,JetBlue Airways
2013-06-08,07:14,07:15,06:51,-1.0,N642VA,306.0,Virgin America
2013-06-08,07:22,07:30,07:51,-8.0,N332AA,306.0,American Airlines Inc.
2013-06-08,07:39,07:30,07:51,9.0,N198DN,311.0,Delta Air Lines Inc.
2013-06-08,08:39,08:40,08:51,-1.0,N21108,308.0,United Air Lines Inc.
2013-06-08,08:59,09:00,08:51,-1.0,N722TW,313.0,Delta Air Lines Inc.
2013-06-08,08:57,09:00,08:51,-3.0,N319AA,307.0,American Airlines Inc.
2013-06-08,09:29,09:25,09:51,4.0,N626VA,326.0,Virgin America
2013-06-08,10:26,10:30,10:51,-4.0,N338AA,303.0,American Airlines Inc.
2013-06-08,11:20,11:26,11:51,-6.0,N596UA,299.0,United Air Lines Inc.
2013-06-08,11:57,12:00,11:51,-3.0,N329AA,295.0,American Airlines Inc.
2013-06-08,12:56,13:00,12:51,-4.0,N632VA,312.0,Virgin America
2013-06-08,13:38,13:45,13:51,-7.0,N335AA,312.0,American Airlines Inc.
2013-06-08,15:00,14:59,14:51,1.0,N518UA,312.0,United Air Lines Inc.
2013-06-08,15:37,15:30,15:51,7.0,N193DN,319.0,Delta Air Lines Inc.
2013-06-08,16:59,15:45,15:51,74.0,N324AA,337.0,American Airlines Inc.
2013-06-08,17:01,16:32,16:51,29.0,N519JB,321.0,JetBlue Airways
2013-06-08,17:38,16:55,16:51,43.0,N633VA,324.0,Virgin America
2013-06-08,18:55,17:00,16:51,115.0,N328AA,329.0,American Airlines Inc.
2013-06-08,17:00,17:05,16:51,-5.0,N722TW,339.0,Delta Air Lines Inc.
2013-06-08,18:15,17:59,17:51,16.0,N505UA,315.0,United Air Lines Inc.
2013-06-08,18:56,18:15,17:51,41.0,N190DN,329.0,Delta Air Lines Inc.
2013-06-08,19:10,19:10,18:51,0.0,N336AA,329.0,American Airlines Inc.
2013-06-08,20:01,20:01,19:51,0.0,N639VA,316.0,Virgin America
2013-06-08,20:25,20:30,20:51,-5.0,N806JB,324.0,JetBlue Airways
2013-06-09,06:56,07:00,06:51,-4.0,N807JB,322.0,JetBlue Airways
2013-06-09,07:17,07:00,06:51,17.0,N195DN,309.0,Delta Air Lines Inc.
2013-06-09,07:25,07:15,06:51,10.0,N642VA,315.0,Virgin America
2013-06-09,07:25,07:30,07:51,-5.0,N332AA,328.0,American Airlines Inc.
2013-06-09,08:38,08:40,08:51,-2.0,N21108,318.0,United Air Lines Inc.
2013-06-09,08:54,09:00,08:51,-6.0,N339AA,310.0,American Airlines Inc.
2013-06-09,08:56,09:00,08:51,-4.0,N723TW,317.0,Delta Air Lines Inc.
2013-06-09,10:01,09:25,09:51,36.0,N631VA,313.0,Virgin America
2013-06-09,11:32,09:29,09:51,123.0,N595JB,318.0,JetBlue Airways
2013-06-09,10:26,10:30,10:51,-4.0,N336AA,316.0,American Airlines Inc.
2013-06-09,11:26,11:25,11:51,1.0,N595UA,318.0,United Air Lines Inc.
2013-06-09,12:00,12:00,11:51,0.0,N713TW,309.0,Delta Air Lines Inc.
2013-06-09,11:48,12:00,11:51,-12.0,N324AA,316.0,American Airlines Inc.
2013-06-09,13:00,13:00,12:51,0.0,N626VA,319.0,Virgin America
2013-06-09,13:40,13:45,13:51,-5.0,N320AA,314.0,American Airlines Inc.
2013-06-09,14:56,14:59,14:51,-3.0,N48127,316.0,United Air Lines Inc.
2013-06-09,16:01,15:30,15:51,31.0,N197DN,318.0,Delta Air Lines Inc.
2013-06-09,15:44,15:45,15:51,-1.0,N327AA,314.0,American Airlines Inc.
2013-06-09,16:29,16:32,16:51,-3.0,N632JB,335.0,JetBlue Airways
2013-06-09,17:01,16:55,16:51,6.0,N639VA,328.0,Virgin America
2013-06-09,17:02,17:00,16:51,2.0,N329AA,319.0,American Airlines Inc.
2013-06-09,17:35,17:05,16:51,30.0,N707TW,317.0,Delta Air Lines Inc.
2013-06-09,17:50,17:50,17:51,0.0,N596UA,325.0,United Air Lines Inc.
2013-06-09,18:15,18:15,17:51,0.0,N194DN,325.0,Delta Air Lines Inc.
2013-06-09,19:14,19:10,18:51,4.0,N338AA,304.0,American Airlines Inc.
2013-06-09,20:10,20:01,19:51,9.0,N641VA,329.0,Virgin America
2013-06-09,20:19,20:25,20:51,-6.0,N560UA,316.0,United Air Lines Inc.
2013-06-09,20:24,20:30,20:51,-6.0,N807JB,318.0,JetBlue Airways
2013-06-09,21:22,21:00,20:51,22.0,N178DN,324.0,Delta Air Lines Inc.
2013-06-09,21:42,21:45,21:51,-3.0,N332AA,323.0,American Airlines Inc.
2013-06-10,05:58,06:00,05:51,-2.0,N21108,320.0,United Air Lines Inc.
2013-06-10,06:57,07:00,06:51,-3.0,N796JB,320.0,JetBlue Airways
2013-06-10,07:10,07:00,06:51,10.0,N197DN,312.0,Delta Air Lines Inc.
2013-06-10,07:13,07:15,06:51,-2.0,N634VA,334.0,Virgin America
2013-06-10,07:27,07:30,07:51,-3.0,N319AA,318.0,American Airlines Inc.
2013-06-10,08:37,08:40,08:51,-3.0,N596UA,315.0,United Air Lines Inc.
2013-06-10,09:00,09:00,08:51,0.0,N329AA,321.0,American Airlines Inc.
2013-06-10,09:01,09:00,08:51,1.0,N717TW,314.0,Delta Air Lines Inc.
2013-06-10,09:28,09:25,09:51,3.0,N639VA,324.0,Virgin America
2013-06-10,09:30,09:29,09:51,1.0,N637JB,309.0,JetBlue Airways
2013-06-10,10:27,10:30,10:51,-3.0,N336AA,326.0,American Airlines Inc.
2013-06-10,11:23,11:26,11:51,-3.0,N518UA,315.0,United Air Lines Inc.
2013-06-10,12:08,12:00,11:51,8.0,N717TW,322.0,Delta Air Lines Inc.
2013-06-10,11:55,12:00,11:51,-5.0,N335AA,309.0,American Airlines Inc.
2013-06-10,12:57,13:00,12:51,-3.0,N631VA,319.0,Virgin America
2013-06-10,13:44,13:45,13:51,-1.0,N338AA,317.0,American Airlines Inc.
2013-06-10,15:10,14:59,14:51,11.0,N595UA,317.0,United Air Lines Inc.
2013-06-10,15:56,15:30,15:51,26.0,N190DN,321.0,Delta Air Lines Inc.
2013-06-10,16:08,15:45,15:51,23.0,N323AA,307.0,American Airlines Inc.
2013-06-10,16:29,16:32,16:51,-3.0,N807JB,328.0,JetBlue Airways
2013-06-10,17:09,16:55,16:51,14.0,N641VA,322.0,Virgin America
2013-06-10,17:07,17:00,16:51,7.0,N718TW,318.0,Delta Air Lines Inc.
2013-06-10,16:58,17:00,16:51,-2.0,N332AA,320.0,American Airlines Inc.
2013-06-10,18:03,17:54,17:51,9.0,N13138,328.0,United Air Lines Inc.
2013-06-10,18:15,18:15,17:51,0.0,N193DN,316.0,Delta Air Lines Inc.
2013-06-10,19:28,19:10,18:51,18.0,N320AA,307.0,American Airlines Inc.
2013-06-10,21:41,20:01,19:51,100.0,N638VA,328.0,Virgin America
2013-06-10,22:34,20:25,20:51,129.0,N505UA,297.0,United Air Lines Inc.
2013-06-10,20:59,20:30,20:51,29.0,N775JB,314.0,JetBlue Airways
2013-06-10,22:15,21:00,20:51,75.0,N197DN,312.0,Delta Air Lines Inc.
2013-06-10,22:49,21:45,21:51,64.0,N319AA,318.0,American Airlines Inc.
2013-06-11,05:57,06:00,05:51,-3.0,N34137,327.0,United Air Lines Inc.
2013-06-11,06:59,07:00,06:51,-1.0,N154DL,313.0,Delta Air Lines Inc.
2013-06-11,07:10,07:00,06:51,10.0,N597JB,320.0,JetBlue Airways
2013-06-11,07:13,07:15,06:51,-2.0,N633VA,322.0,Virgin America
2013-06-11,07:25,07:30,07:51,-5.0,N324AA,315.0,American Airlines Inc.
2013-06-11,08:38,08:40,08:51,-2.0,N595UA,318.0,United Air Lines Inc.
2013-06-11,08:52,09:00,08:51,-8.0,N329AA,314.0,American Airlines Inc.
2013-06-11,08:55,09:00,08:51,-5.0,N705TW,307.0,Delta Air Lines Inc.
2013-06-11,09:21,09:25,09:51,-4.0,N631VA,313.0,Virgin America
2013-06-11,09:35,09:29,09:51,6.0,N766JB,314.0,JetBlue Airways
2013-06-11,10:24,10:30,10:51,-6.0,N320AA,317.0,American Airlines Inc.
2013-06-11,11:19,11:26,11:51,-7.0,N518UA,313.0,United Air Lines Inc.
2013-06-11,11:50,12:00,11:51,-10.0,N327AA,314.0,American Airlines Inc.
2013-06-11,11:56,12:00,11:51,-4.0,N710TW,313.0,Delta Air Lines Inc.
2013-06-11,12:53,13:00,12:51,-7.0,N623VA,324.0,Virgin America
2013-06-11,13:46,13:45,13:51,1.0,N336AA,319.0,American Airlines Inc.
2013-06-11,15:08,14:59,14:51,9.0,N596UA,319.0,United Air Lines Inc.
2013-06-11,15:41,15:30,15:51,11.0,N188DN,317.0,Delta Air Lines Inc.
2013-06-11,15:50,15:45,15:51,5.0,N339AA,320.0,American Airlines Inc.
2013-06-11,16:52,16:32,16:51,20.0,N775JB,318.0,JetBlue Airways
2013-06-11,16:54,16:55,16:51,-1.0,N638VA,334.0,Virgin America
2013-06-11,17:01,17:00,16:51,1.0,N723TW,324.0,Delta Air Lines Inc.
2013-06-11,16:57,17:00,16:51,-3.0,N319AA,317.0,American Airlines Inc.
2013-06-11,17:56,17:54,17:51,2.0,N18112,321.0,United Air Lines Inc.
2013-06-11,18:56,18:15,17:51,41.0,N192DN,314.0,Delta Air Lines Inc.
2013-06-11,19:34,19:10,18:51,24.0,N338AA,314.0,American Airlines Inc.
2013-06-11,20:14,20:01,19:51,13.0,N630VA,325.0,Virgin America
2013-06-11,20:19,20:25,20:51,-6.0,N554UA,325.0,United Air Lines Inc.
2013-06-11,20:26,20:30,20:51,-4.0,N597JB,325.0,JetBlue Airways
2013-06-11,21:40,21:00,20:51,40.0,N154DL,336.0,Delta Air Lines Inc.
2013-06-11,21:55,21:45,21:51,10.0,N324AA,332.0,American Airlines Inc.
2013-06-12,06:04,06:00,05:51,4.0,N21108,324.0,United Air Lines Inc.
2013-06-12,07:31,07:00,06:51,31.0,N196DN,314.0,Delta Air Lines Inc.
2013-06-12,06:55,07:00,06:51,-5.0,N809JB,322.0,JetBlue Airways
2013-06-12,07:10,07:15,06:51,-5.0,N631VA,329.0,Virgin America
2013-06-12,07:25,07:30,07:51,-5.0,N329AA,312.0,American Airlines Inc.
2013-06-12,08:46,08:40,08:51,6.0,N596UA,326.0,United Air Lines Inc.
2013-06-12,08:57,09:00,08:51,-3.0,N706TW,333.0,Delta Air Lines Inc.
2013-06-12,09:21,09:15,08:51,6.0,N338AA,311.0,American Airlines Inc.
2013-06-12,09:26,09:25,09:51,1.0,N842VA,320.0,Virgin America
2013-06-12,09:28,09:29,09:51,-1.0,N775JB,322.0,JetBlue Airways
2013-06-12,10:26,10:30,10:51,-4.0,N320AA,319.0,American Airlines Inc.
2013-06-12,11:26,11:26,11:51,0.0,N508UA,315.0,United Air Lines Inc.
2013-06-12,11:54,12:00,11:51,-6.0,N335AA,313.0,American Airlines Inc.
2013-06-12,12:10,12:00,11:51,10.0,N706TW,318.0,Delta Air Lines Inc.
2013-06-12,13:05,13:00,12:51,5.0,N623VA,325.0,Virgin America
2013-06-12,13:45,13:45,13:51,0.0,N319AA,329.0,American Airlines Inc.
2013-06-12,15:30,14:59,14:51,31.0,N595UA,322.0,United Air Lines Inc.
2013-06-12,15:36,15:30,15:51,6.0,N193DN,326.0,Delta Air Lines Inc.
2013-06-12,16:19,15:45,15:51,34.0,N324AA,316.0,American Airlines Inc.
2013-06-12,16:30,16:32,16:51,-2.0,N659JB,318.0,JetBlue Airways
2013-06-12,18:16,16:55,16:51,81.0,N630VA,322.0,Virgin America
2013-06-12,17:22,17:00,16:51,22.0,N721TW,324.0,Delta Air Lines Inc.
2013-06-12,17:28,17:10,16:51,18.0,N332AA,324.0,American Airlines Inc.
2013-06-12,19:15,17:54,17:51,81.0,N26123,323.0,United Air Lines Inc.
2013-06-12,18:14,18:15,17:51,-1.0,N197DN,320.0,Delta Air Lines Inc.
2013-06-12,19:16,19:15,18:51,1.0,N336AA,318.0,American Airlines Inc.
2013-06-12,20:27,20:01,19:51,26.0,N626VA,313.0,Virgin America
2013-06-12,20:21,20:25,20:51,-4.0,N518UA,310.0,United Air Lines Inc.
2013-06-12,20:32,20:30,20:51,2.0,N809JB,321.0,JetBlue Airways
2013-06-12,21:40,21:00,20:51,40.0,N195DN,306.0,Delta Air Lines Inc.
2013-06-12,21:48,21:50,21:51,-2.0,N329AA,315.0,American Airlines Inc.
2013-06-13,05:57,06:00,05:51,-3.0,N29124,323.0,United Air Lines Inc.
2013-06-13,06:57,07:00,06:51,-3.0,N794JB,337.0,JetBlue Airways
2013-06-13,07:04,07:00,06:51,4.0,N193DN,334.0,Delta Air Lines Inc.
2013-06-13,07:21,07:15,06:51,6.0,N632VA,354.0,Virgin America
2013-06-13,07:32,07:30,07:51,2.0,N320AA,320.0,American Airlines Inc.
2013-06-13,09:53,08:40,08:51,73.0,N595UA,347.0,United Air Lines Inc.
2013-06-13,08:53,09:00,08:51,-7.0,N722TW,308.0,Delta Air Lines Inc.
2013-06-13,09:11,09:15,08:51,-4.0,N338AA,340.0,American Airlines Inc.
2013-06-13,09:26,09:25,09:51,1.0,N642VA,355.0,Virgin America
2013-06-13,09:25,09:29,09:51,-4.0,N805JB,349.0,JetBlue Airways
2013-06-13,10:28,10:30,10:51,-2.0,N339AA,344.0,American Airlines Inc.
2013-06-13,11:27,11:26,11:51,1.0,N557UA,317.0,United Air Lines Inc.
2013-06-13,12:00,12:00,11:51,0.0,N703TW,330.0,Delta Air Lines Inc.
2013-06-13,12:11,12:00,11:51,11.0,N327AA,327.0,American Airlines Inc.
2013-06-13,13:10,13:00,12:51,10.0,N842VA,330.0,Virgin America
2013-06-13,16:22,13:45,13:51,157.0,N335AA,332.0,American Airlines Inc.
2013-06-13,14:57,14:59,14:51,-2.0,N596UA,327.0,United Air Lines Inc.
2013-06-13,15:30,15:30,15:51,0.0,N196DN,327.0,Delta Air Lines Inc.
2013-06-13,16:15,15:45,15:51,30.0,N329AA,333.0,American Airlines Inc.
2013-06-13,16:31,16:32,16:51,-1.0,N793JB,354.0,JetBlue Airways
2013-06-13,16:51,16:55,16:51,-4.0,N636VA,329.0,Virgin America
2013-06-13,17:28,17:00,16:51,28.0,N722TW,330.0,Delta Air Lines Inc.
2013-06-13,17:58,17:10,16:51,48.0,N332AA,317.0,American Airlines Inc.
2013-06-13,18:12,17:54,17:51,18.0,N48127,327.0,United Air Lines Inc.
2013-06-13,18:35,18:15,17:51,20.0,N154DL,316.0,Delta Air Lines Inc.
2013-06-13,20:33,19:15,18:51,78.0,N328AA,321.0,American Airlines Inc.
2013-06-13,20:54,20:01,19:51,53.0,N638VA,346.0,Virgin America
2013-06-13,21:05,20:25,20:51,40.0,N508UA,326.0,United Air Lines Inc.
2013-06-13,21:08,20:30,20:51,38.0,N794JB,328.0,JetBlue Airways
2013-06-13,21:57,21:00,20:51,57.0,N193DN,313.0,Delta Air Lines Inc.
2013-06-13,21:53,21:50,21:51,3.0,N320AA,316.0,American Airlines Inc.
2013-06-13,23:02,22:29,22:51,33.0,N715JB,319.0,JetBlue Airways
2013-06-14,06:02,06:00,05:51,2.0,N17139,310.0,United Air Lines Inc.
2013-06-14,06:57,07:00,06:51,-3.0,N189DN,311.0,Delta Air Lines Inc.
2013-06-14,07:01,07:00,06:51,1.0,N627JB,312.0,JetBlue Airways
2013-06-14,07:16,07:15,06:51,1.0,N641VA,320.0,Virgin America
2013-06-14,07:48,07:30,07:51,18.0,N336AA,308.0,American Airlines Inc.
2013-06-14,08:31,08:40,08:51,-9.0,N595UA,321.0,United Air Lines Inc.
2013-06-14,08:54,09:00,08:51,-6.0,N718TW,319.0,Delta Air Lines Inc.
2013-06-14,09:09,09:15,08:51,-6.0,N338AA,310.0,American Airlines Inc.
2013-06-14,09:24,09:25,09:51,-1.0,N639VA,322.0,Virgin America
2013-06-14,09:35,09:29,09:51,6.0,N708JB,309.0,JetBlue Airways
2013-06-14,10:23,10:30,10:51,-7.0,N329AA,324.0,American Airlines Inc.
2013-06-14,11:26,11:26,11:51,0.0,N505UA,317.0,United Air Lines Inc.
2013-06-14,11:53,12:00,11:51,-7.0,N717TW,318.0,Delta Air Lines Inc.
2013-06-14,11:53,12:00,11:51,-7.0,N319AA,311.0,American Airlines Inc.
2013-06-14,12:59,13:00,12:51,-1.0,N642VA,325.0,Virgin America
2013-06-14,13:42,13:45,13:51,-3.0,N324AA,326.0,American Airlines Inc.
2013-06-14,14:58,14:59,14:51,-1.0,N596UA,324.0,United Air Lines Inc.
2013-06-14,15:40,15:30,15:51,10.0,N188DN,343.0,Delta Air Lines Inc.
2013-06-14,16:12,15:45,15:51,27.0,N327AA,331.0,American Airlines Inc.
2013-06-14,16:32,16:32,16:51,0.0,N766JB,323.0,JetBlue Airways
2013-06-14,21:26,16:55,16:51,271.0,N638VA,338.0,Virgin America
2013-06-14,16:56,17:00,16:51,-4.0,N706TW,342.0,Delta Air Lines Inc.
2013-06-14,17:08,17:10,16:51,-2.0,N320AA,334.0,American Airlines Inc.
2013-06-14,18:05,17:54,17:51,11.0,N48127,353.0,United Air Lines Inc.
2013-06-14,18:16,18:15,17:51,1.0,N192DN,350.0,Delta Air Lines Inc.
2013-06-14,20:23,19:15,18:51,68.0,N335AA,313.0,American Airlines Inc.
2013-06-14,22:10,20:01,19:51,129.0,N625VA,320.0,Virgin America
2013-06-14,20:30,20:25,20:51,5.0,N555UA,287.0,United Air Lines Inc.
2013-06-14,20:23,20:30,20:51,-7.0,N627JB,319.0,JetBlue Airways
