id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
148455,2013,3,14,710.0,710,0.0,1015.0,1035,-20.0,VX,399,N628VA,JFK,LAX,332.0,2475,7,10,14/03/2013 07:00,Virgin America
148459,2013,3,14,714.0,715,-1.0,957.0,1037,-40.0,B6,671,N627JB,JFK,LAX,319.0,2475,7,15,14/03/2013 07:00,JetBlue Airways
148469,2013,3,14,729.0,730,-1.0,1019.0,1100,-41.0,AA,33,N323AA,JFK,LAX,322.0,2475,7,30,14/03/2013 07:00,American Airlines Inc.
148556,2013,3,14,838.0,840,-2.0,1133.0,1150,-17.0,UA,443,N508UA,JFK,LAX,315.0,2475,8,40,14/03/2013 08:00,United Air Lines Inc.
148575,2013,3,14,857.0,900,-3.0,1154.0,1220,-26.0,AA,1,N336AA,JFK,LAX,313.0,2475,9,0,14/03/2013 09:00,American Airlines Inc.
148582,2013,3,14,859.0,900,-1.0,1210.0,1224,-14.0,DL,120,N624AG,JFK,LAX,337.0,2475,9,0,14/03/2013 09:00,Delta Air Lines Inc.
148606,2013,3,14,924.0,910,14.0,1210.0,1235,-25.0,VX,407,N636VA,JFK,LAX,319.0,2475,9,10,14/03/2013 09:00,Virgin America
148658,2013,3,14,1025.0,1030,-5.0,1303.0,1340,-37.0,AA,19,N328AA,JFK,LAX,318.0,2475,10,30,14/03/2013 10:00,American Airlines Inc.
148693,2013,3,14,1115.0,1115,0.0,1352.0,1424,-32.0,B6,673,N796JB,JFK,LAX,319.0,2475,11,15,14/03/2013 11:00,JetBlue Airways
148702,2013,3,14,1127.0,1130,-3.0,1403.0,1437,-34.0,UA,703,N510UA,JFK,LAX,320.0,2475,11,30,14/03/2013 11:00,United Air Lines Inc.
148725,2013,3,14,1155.0,1200,-5.0,1433.0,1511,-38.0,DL,863,N722TW,JFK,LAX,316.0,2475,12,0,14/03/2013 12:00,Delta Air Lines Inc.
148733,2013,3,14,1159.0,1200,-1.0,1439.0,1510,-31.0,AA,3,N329AA,JFK,LAX,318.0,2475,12,0,14/03/2013 12:00,American Airlines Inc.
148793,2013,3,14,1319.0,1325,-6.0,1609.0,1650,-41.0,VX,411,N630VA,JFK,LAX,324.0,2475,13,25,14/03/2013 13:00,Virgin America
148807,2013,3,14,1342.0,1345,-3.0,1615.0,1705,-50.0,AA,117,N320AA,JFK,LAX,309.0,2475,13,45,14/03/2013 13:00,American Airlines Inc.
148886,2013,3,14,1500.0,1445,15.0,1754.0,1819,-25.0,DL,963,N723TW,JFK,LAX,314.0,2475,14,45,14/03/2013 14:00,Delta Air Lines Inc.
148933,2013,3,14,1548.0,1545,3.0,1836.0,1910,-34.0,AA,133,N338AA,JFK,LAX,311.0,2475,15,45,14/03/2013 15:00,American Airlines Inc.
148935,2013,3,14,1551.0,1545,6.0,1846.0,1907,-21.0,UA,132,N34131,JFK,LAX,313.0,2475,15,45,14/03/2013 15:00,United Air Lines Inc.
148954,2013,3,14,1600.0,1600,0.0,1913.0,1934,-21.0,DL,1461,N624AG,JFK,LAX,314.0,2475,16,0,14/03/2013 16:00,Delta Air Lines Inc.
148992,2013,3,14,1639.0,1630,9.0,1935.0,1954,-19.0,B6,675,N648JB,JFK,LAX,313.0,2475,16,30,14/03/2013 16:00,JetBlue Airways
148999,2013,3,14,1645.0,1645,0.0,1957.0,2005,-8.0,AA,181,N324AA,JFK,LAX,318.0,2475,16,45,14/03/2013 16:00,American Airlines Inc.
149034,2013,3,14,1715.0,1655,20.0,2018.0,2030,-12.0,VX,413,N626VA,JFK,LAX,320.0,2475,16,55,14/03/2013 16:00,Virgin America
149049,2013,3,14,1726.0,1725,1.0,2033.0,2100,-27.0,DL,127,N713TW,JFK,LAX,315.0,2475,17,25,14/03/2013 17:00,Delta Air Lines Inc.
149085,2013,3,14,1800.0,1753,7.0,2048.0,2105,-17.0,UA,535,N555UA,JFK,LAX,310.0,2475,17,53,14/03/2013 17:00,United Air Lines Inc.
149147,2013,3,14,1858.0,1900,-2.0,2231.0,2240,-9.0,DL,87,N721TW,JFK,LAX,311.0,2475,19,0,14/03/2013 19:00,Delta Air Lines Inc.
149157,2013,3,14,1906.0,1905,1.0,2144.0,2225,-41.0,AA,21,N335AA,JFK,LAX,304.0,2475,19,5,14/03/2013 19:00,American Airlines Inc.
149221,2013,3,14,2012.0,2005,7.0,2315.0,2330,-15.0,VX,415,N624VA,JFK,LAX,319.0,2475,20,5,14/03/2013 20:00,Virgin America
149247,2013,3,14,2036.0,2029,7.0,2311.0,2333,-22.0,UA,771,N532UA,JFK,LAX,305.0,2475,20,29,14/03/2013 20:00,United Air Lines Inc.
149253,2013,3,14,2041.0,2045,-4.0,2318.0,2357,-39.0,B6,677,N625JB,JFK,LAX,308.0,2475,20,45,14/03/2013 20:00,JetBlue Airways
149263,2013,3,14,2059.0,2100,-1.0,2330.0,32,-62.0,DL,2363,N707TW,JFK,LAX,306.0,2475,21,0,14/03/2013 21:00,Delta Air Lines Inc.
149294,2013,3,14,2147.0,2135,12.0,37.0,50,-13.0,AA,185,N323AA,JFK,LAX,309.0,2475,21,35,14/03/2013 21:00,American Airlines Inc.
149366,2013,3,15,605.0,610,-5.0,852.0,925,-33.0,UA,797,N505UA,JFK,LAX,325.0,2475,6,10,15/03/2013 06:00,United Air Lines Inc.
149429,2013,3,15,703.0,700,3.0,1014.0,1030,-16.0,DL,763,N722TW,JFK,LAX,336.0,2475,7,0,15/03/2013 07:00,Delta Air Lines Inc.
149434,2013,3,15,708.0,710,-2.0,1009.0,1035,-26.0,VX,399,N636VA,JFK,LAX,327.0,2475,7,10,15/03/2013 07:00,Virgin America
149438,2013,3,15,714.0,715,-1.0,1008.0,1037,-29.0,B6,671,N658JB,JFK,LAX,327.0,2475,7,15,15/03/2013 07:00,JetBlue Airways
149444,2013,3,15,727.0,730,-3.0,1006.0,1100,-54.0,AA,33,N319AA,JFK,LAX,322.0,2475,7,30,15/03/2013 07:00,American Airlines Inc.
149533,2013,3,15,842.0,840,2.0,1147.0,1150,-3.0,UA,443,N555UA,JFK,LAX,339.0,2475,8,40,15/03/2013 08:00,United Air Lines Inc.
149551,2013,3,15,857.0,900,-3.0,1222.0,1221,1.0,DL,120,N624AG,JFK,LAX,342.0,2475,9,0,15/03/2013 09:00,Delta Air Lines Inc.
149556,2013,3,15,858.0,900,-2.0,1152.0,1220,-28.0,AA,1,N329AA,JFK,LAX,319.0,2475,9,0,15/03/2013 09:00,American Airlines Inc.
149576,2013,3,15,915.0,910,5.0,1214.0,1235,-21.0,VX,407,N626VA,JFK,LAX,338.0,2475,9,10,15/03/2013 09:00,Virgin America
149636,2013,3,15,1027.0,1030,-3.0,1310.0,1340,-30.0,AA,19,N335AA,JFK,LAX,328.0,2475,10,30,15/03/2013 10:00,American Airlines Inc.
149683,2013,3,15,1134.0,1115,19.0,1415.0,1424,-9.0,B6,673,N793JB,JFK,LAX,326.0,2475,11,15,15/03/2013 11:00,JetBlue Airways
149686,2013,3,15,1138.0,1130,8.0,1428.0,1437,-9.0,UA,703,N502UA,JFK,LAX,333.0,2475,11,30,15/03/2013 11:00,United Air Lines Inc.
149702,2013,3,15,1155.0,1200,-5.0,1455.0,1511,-16.0,DL,863,N712TW,JFK,LAX,332.0,2475,12,0,15/03/2013 12:00,Delta Air Lines Inc.
149708,2013,3,15,1156.0,1200,-4.0,1454.0,1510,-16.0,AA,3,N324AA,JFK,LAX,335.0,2475,12,0,15/03/2013 12:00,American Airlines Inc.
149765,2013,3,15,1326.0,1325,1.0,1641.0,1650,-9.0,VX,411,N639VA,JFK,LAX,347.0,2475,13,25,15/03/2013 13:00,Virgin America
149775,2013,3,15,1341.0,1345,-4.0,1711.0,1705,6.0,AA,117,N328AA,JFK,LAX,341.0,2475,13,45,15/03/2013 13:00,American Airlines Inc.
149821,2013,3,15,1441.0,1445,-4.0,1747.0,1819,-32.0,DL,963,N711ZX,JFK,LAX,337.0,2475,14,45,15/03/2013 14:00,Delta Air Lines Inc.
149901,2013,3,15,1543.0,1545,-2.0,1855.0,1910,-15.0,AA,133,N339AA,JFK,LAX,344.0,2475,15,45,15/03/2013 15:00,American Airlines Inc.
149927,2013,3,15,1600.0,1600,0.0,1918.0,1934,-16.0,DL,1461,N718TW,JFK,LAX,336.0,2475,16,0,15/03/2013 16:00,Delta Air Lines Inc.
149930,2013,3,15,1602.0,1545,17.0,1944.0,1907,37.0,UA,132,N33132,JFK,LAX,358.0,2475,15,45,15/03/2013 15:00,United Air Lines Inc.
149969,2013,3,15,1635.0,1630,5.0,1944.0,1954,-10.0,B6,675,N607JB,JFK,LAX,342.0,2475,16,30,15/03/2013 16:00,JetBlue Airways
149982,2013,3,15,1650.0,1645,5.0,2003.0,2005,-2.0,AA,181,N323AA,JFK,LAX,343.0,2475,16,45,15/03/2013 16:00,American Airlines Inc.
149987,2013,3,15,1653.0,1655,-2.0,2008.0,2030,-22.0,VX,413,N624VA,JFK,LAX,352.0,2475,16,55,15/03/2013 16:00,Virgin America
150019,2013,3,15,1722.0,1725,-3.0,2027.0,2100,-33.0,DL,127,N707TW,JFK,LAX,342.0,2475,17,25,15/03/2013 17:00,Delta Air Lines Inc.
150047,2013,3,15,1748.0,1753,-5.0,2111.0,2105,6.0,UA,535,N554UA,JFK,LAX,356.0,2475,17,53,15/03/2013 17:00,United Air Lines Inc.
150120,2013,3,15,1855.0,1905,-10.0,2200.0,2225,-25.0,AA,21,N320AA,JFK,LAX,332.0,2475,19,5,15/03/2013 19:00,American Airlines Inc.
150153,2013,3,15,1928.0,1900,28.0,2308.0,2240,28.0,DL,87,N713TW,JFK,LAX,338.0,2475,19,0,15/03/2013 19:00,Delta Air Lines Inc.
150192,2013,3,15,2004.0,2005,-1.0,2317.0,2330,-13.0,VX,415,N851VA,JFK,LAX,349.0,2475,20,5,15/03/2013 20:00,Virgin America
150215,2013,3,15,2026.0,2029,-3.0,2305.0,2333,-28.0,UA,771,N560UA,JFK,LAX,314.0,2475,20,29,15/03/2013 20:00,United Air Lines Inc.
150240,2013,3,15,2055.0,2100,-5.0,13.0,32,-19.0,DL,2363,N706TW,JFK,LAX,346.0,2475,21,0,15/03/2013 21:00,Delta Air Lines Inc.
150244,2013,3,15,2057.0,2045,12.0,7.0,2357,10.0,B6,677,N658JB,JFK,LAX,340.0,2475,20,45,15/03/2013 20:00,JetBlue Airways
150266,2013,3,15,2135.0,2135,0.0,34.0,50,-16.0,AA,185,N319AA,JFK,LAX,337.0,2475,21,35,15/03/2013 21:00,American Airlines Inc.
150317,2013,3,16,554.0,600,-6.0,1008.0,915,53.0,UA,797,N502UA,JFK,LAX,373.0,2475,6,0,16/03/2013 06:00,United Air Lines Inc.
150386,2013,3,16,703.0,710,-7.0,1024.0,1035,-11.0,VX,399,N633VA,JFK,LAX,354.0,2475,7,10,16/03/2013 07:00,Virgin America
150470,2013,3,16,836.0,840,-4.0,1233.0,1147,46.0,UA,443,N554UA,JFK,LAX,352.0,2475,8,40,16/03/2013 08:00,United Air Lines Inc.
150482,2013,3,16,851.0,900,-9.0,1229.0,1220,9.0,AA,1,N335AA,JFK,LAX,358.0,2475,9,0,16/03/2013 09:00,American Airlines Inc.
150492,2013,3,16,857.0,900,-3.0,1208.0,1224,-16.0,DL,120,N705TW,JFK,LAX,349.0,2475,9,0,16/03/2013 09:00,Delta Air Lines Inc.
150502,2013,3,16,906.0,910,-4.0,1245.0,1235,10.0,VX,407,N624VA,JFK,LAX,365.0,2475,9,10,16/03/2013 09:00,Virgin America
150557,2013,3,16,1022.0,1030,-8.0,1329.0,1340,-11.0,AA,19,N336AA,JFK,LAX,350.0,2475,10,30,16/03/2013 10:00,American Airlines Inc.
150583,2013,3,16,1110.0,1115,-5.0,1427.0,1424,3.0,B6,673,N632JB,JFK,LAX,358.0,2475,11,15,16/03/2013 11:00,JetBlue Airways
150595,2013,3,16,1125.0,1130,-5.0,1426.0,1437,-11.0,UA,703,N508UA,JFK,LAX,343.0,2475,11,30,16/03/2013 11:00,United Air Lines Inc.
150619,2013,3,16,1157.0,1200,-3.0,1505.0,1510,-5.0,AA,3,N338AA,JFK,LAX,349.0,2475,12,0,16/03/2013 12:00,American Airlines Inc.
150630,2013,3,16,1202.0,1200,2.0,1524.0,1508,16.0,DL,863,N718TW,JFK,LAX,350.0,2475,12,0,16/03/2013 12:00,Delta Air Lines Inc.
150677,2013,3,16,1326.0,1325,1.0,1700.0,1650,10.0,VX,411,N628VA,JFK,LAX,367.0,2475,13,25,16/03/2013 13:00,Virgin America
150687,2013,3,16,1346.0,1345,1.0,1740.0,1705,35.0,AA,117,N324AA,JFK,LAX,372.0,2475,13,45,16/03/2013 13:00,American Airlines Inc.
150743,2013,3,16,1458.0,1455,3.0,1844.0,1825,19.0,DL,963,N722TW,JFK,LAX,366.0,2475,14,55,16/03/2013 14:00,Delta Air Lines Inc.
150777,2013,3,16,1538.0,1545,-7.0,1930.0,1857,33.0,UA,841,N555UA,JFK,LAX,366.0,2475,15,45,16/03/2013 15:00,United Air Lines Inc.
150789,2013,3,16,1546.0,1545,1.0,1906.0,1910,-4.0,AA,133,N320AA,JFK,LAX,355.0,2475,15,45,16/03/2013 15:00,American Airlines Inc.
150802,2013,3,16,1557.0,1600,-3.0,1932.0,1930,2.0,DL,1461,N706TW,JFK,LAX,359.0,2475,16,0,16/03/2013 16:00,Delta Air Lines Inc.
150878,2013,3,16,1718.0,1645,33.0,2105.0,2005,60.0,AA,181,N319AA,JFK,LAX,365.0,2475,16,45,16/03/2013 16:00,American Airlines Inc.
150885,2013,3,16,1725.0,1655,30.0,2108.0,2030,38.0,VX,413,N641VA,JFK,LAX,370.0,2475,16,55,16/03/2013 16:00,Virgin America
150895,2013,3,16,1736.0,1740,-4.0,2118.0,2104,14.0,DL,127,N717TW,JFK,LAX,361.0,2475,17,40,16/03/2013 17:00,Delta Air Lines Inc.
150902,2013,3,16,1749.0,1755,-6.0,2132.0,2114,18.0,B6,675,N641JB,JFK,LAX,364.0,2475,17,55,16/03/2013 17:00,JetBlue Airways
150931,2013,3,16,1826.0,1835,-9.0,2222.0,2147,35.0,UA,535,N560UA,JFK,LAX,372.0,2475,18,35,16/03/2013 18:00,United Air Lines Inc.
150957,2013,3,16,1857.0,1900,-3.0,2249.0,2236,13.0,DL,87,N707TW,JFK,LAX,357.0,2475,19,0,16/03/2013 19:00,Delta Air Lines Inc.
150963,2013,3,16,1900.0,1905,-5.0,2225.0,2225,0.0,AA,21,N328AA,JFK,LAX,347.0,2475,19,5,16/03/2013 19:00,American Airlines Inc.
151007,2013,3,16,2003.0,2005,-2.0,2336.0,2330,6.0,VX,415,N622VA,JFK,LAX,366.0,2475,20,5,16/03/2013 20:00,Virgin America
151033,2013,3,16,2045.0,2045,0.0,7.0,2357,10.0,B6,677,N627JB,JFK,LAX,360.0,2475,20,45,16/03/2013 20:00,JetBlue Airways
151049,2013,3,16,2130.0,2135,-5.0,48.0,50,-2.0,AA,185,N329AA,JFK,LAX,358.0,2475,21,35,16/03/2013 21:00,American Airlines Inc.
151141,2013,3,17,701.0,700,1.0,1021.0,1030,-9.0,DL,763,N721TW,JFK,LAX,342.0,2475,7,0,17/03/2013 07:00,Delta Air Lines Inc.
151147,2013,3,17,708.0,710,-2.0,1057.0,1035,22.0,VX,399,N625VA,JFK,LAX,378.0,2475,7,10,17/03/2013 07:00,Virgin America
151152,2013,3,17,721.0,715,6.0,1050.0,1037,13.0,B6,671,N535JB,JFK,LAX,355.0,2475,7,15,17/03/2013 07:00,JetBlue Airways
151159,2013,3,17,729.0,730,-1.0,1031.0,1100,-29.0,AA,33,N335AA,JFK,LAX,346.0,2475,7,30,17/03/2013 07:00,American Airlines Inc.
151232,2013,3,17,839.0,840,-1.0,1151.0,1147,4.0,UA,443,N557UA,JFK,LAX,341.0,2475,8,40,17/03/2013 08:00,United Air Lines Inc.
151246,2013,3,17,853.0,900,-7.0,1239.0,1220,19.0,AA,1,N323AA,JFK,LAX,375.0,2475,9,0,17/03/2013 09:00,American Airlines Inc.
151257,2013,3,17,902.0,910,-8.0,1241.0,1235,6.0,VX,407,N641VA,JFK,LAX,376.0,2475,9,10,17/03/2013 09:00,Virgin America
151320,2013,3,17,1024.0,1030,-6.0,1328.0,1340,-12.0,AA,19,N327AA,JFK,LAX,340.0,2475,10,30,17/03/2013 10:00,American Airlines Inc.
151328,2013,3,17,1032.0,900,92.0,1349.0,1224,85.0,DL,120,N707TW,JFK,LAX,350.0,2475,9,0,17/03/2013 09:00,Delta Air Lines Inc.
151360,2013,3,17,1121.0,1130,-9.0,1422.0,1437,-15.0,UA,703,N512UA,JFK,LAX,339.0,2475,11,30,17/03/2013 11:00,United Air Lines Inc.
151362,2013,3,17,1122.0,1115,7.0,1435.0,1424,11.0,B6,673,N583JB,JFK,LAX,352.0,2475,11,15,17/03/2013 11:00,JetBlue Airways
151395,2013,3,17,1159.0,1200,-1.0,1515.0,1510,5.0,AA,3,N319AA,JFK,LAX,344.0,2475,12,0,17/03/2013 12:00,American Airlines Inc.
151396,2013,3,17,1159.0,1200,-1.0,1515.0,1511,4.0,DL,863,N624AG,JFK,LAX,352.0,2475,12,0,17/03/2013 12:00,Delta Air Lines Inc.
151463,2013,3,17,1329.0,1325,4.0,1655.0,1650,5.0,VX,411,N621VA,JFK,LAX,360.0,2475,13,25,17/03/2013 13:00,Virgin America
151470,2013,3,17,1341.0,1345,-4.0,1710.0,1705,5.0,AA,117,N320AA,JFK,LAX,353.0,2475,13,45,17/03/2013 13:00,American Airlines Inc.
151521,2013,3,17,1440.0,1445,-5.0,1826.0,1819,7.0,DL,963,N712TW,JFK,LAX,365.0,2475,14,45,17/03/2013 14:00,Delta Air Lines Inc.
151612,2013,3,17,1559.0,1600,-1.0,2000.0,1934,26.0,DL,1461,N713TW,JFK,LAX,366.0,2475,16,0,17/03/2013 16:00,Delta Air Lines Inc.
151648,2013,3,17,1634.0,1630,4.0,1958.0,1954,4.0,B6,675,N775JB,JFK,LAX,350.0,2475,16,30,17/03/2013 16:00,JetBlue Airways
151650,2013,3,17,1635.0,1545,50.0,1949.0,1910,39.0,AA,133,N339AA,JFK,LAX,334.0,2475,15,45,17/03/2013 15:00,American Airlines Inc.
151660,2013,3,17,1646.0,1645,1.0,1959.0,2005,-6.0,AA,181,N329AA,JFK,LAX,348.0,2475,16,45,17/03/2013 16:00,American Airlines Inc.
151680,2013,3,17,1703.0,1655,8.0,2029.0,2030,-1.0,VX,413,N629VA,JFK,LAX,358.0,2475,16,55,17/03/2013 16:00,Virgin America
151700,2013,3,17,1724.0,1725,-1.0,2044.0,2100,-16.0,DL,127,N718TW,JFK,LAX,359.0,2475,17,25,17/03/2013 17:00,Delta Air Lines Inc.
151735,2013,3,17,1752.0,1755,-3.0,2112.0,2107,5.0,UA,535,N510UA,JFK,LAX,356.0,2475,17,55,17/03/2013 17:00,United Air Lines Inc.
151809,2013,3,17,1900.0,1900,0.0,2227.0,2240,-13.0,DL,87,N722TW,JFK,LAX,345.0,2475,19,0,17/03/2013 19:00,Delta Air Lines Inc.
151811,2013,3,17,1901.0,1905,-4.0,2244.0,2225,19.0,AA,21,N324AA,JFK,LAX,370.0,2475,19,5,17/03/2013 19:00,American Airlines Inc.
151886,2013,3,17,2017.0,2025,-8.0,2337.0,2329,8.0,UA,771,N554UA,JFK,LAX,349.0,2475,20,25,17/03/2013 20:00,United Air Lines Inc.
151905,2013,3,17,2043.0,2045,-2.0,2400.0,2357,3.0,B6,677,N796JB,JFK,LAX,348.0,2475,20,45,17/03/2013 20:00,JetBlue Airways
151914,2013,3,17,2051.0,2005,46.0,5.0,2315,50.0,VX,415,N632VA,JFK,LAX,353.0,2475,20,5,17/03/2013 20:00,Virgin America
151923,2013,3,17,2104.0,2100,4.0,34.0,32,2.0,DL,2363,N706TW,JFK,LAX,359.0,2475,21,0,17/03/2013 21:00,Delta Air Lines Inc.
151944,2013,3,17,2146.0,2135,11.0,102.0,50,12.0,AA,185,N335AA,JFK,LAX,352.0,2475,21,35,17/03/2013 21:00,American Airlines Inc.
151982,2013,3,17,,1545,,,1902,,UA,132,,JFK,LAX,,2475,15,45,17/03/2013 15:00,United Air Lines Inc.
152044,2013,3,18,606.0,610,-4.0,915.0,925,-10.0,UA,797,N525UA,JFK,LAX,340.0,2475,6,10,18/03/2013 06:00,United Air Lines Inc.
152091,2013,3,18,654.0,700,-6.0,1022.0,1030,-8.0,DL,763,N624AG,JFK,LAX,347.0,2475,7,0,18/03/2013 07:00,Delta Air Lines Inc.
152115,2013,3,18,708.0,710,-2.0,1044.0,1035,9.0,VX,399,N639VA,JFK,LAX,354.0,2475,7,10,18/03/2013 07:00,Virgin America
152123,2013,3,18,718.0,715,3.0,1046.0,1037,9.0,B6,671,N784JB,JFK,LAX,351.0,2475,7,15,18/03/2013 07:00,JetBlue Airways
152128,2013,3,18,728.0,730,-2.0,1033.0,1100,-27.0,AA,33,N338AA,JFK,LAX,337.0,2475,7,30,18/03/2013 07:00,American Airlines Inc.
152211,2013,3,18,832.0,840,-8.0,1138.0,1150,-12.0,UA,443,N512UA,JFK,LAX,332.0,2475,8,40,18/03/2013 08:00,United Air Lines Inc.
152237,2013,3,18,857.0,900,-3.0,1214.0,1224,-10.0,DL,120,N705TW,JFK,LAX,336.0,2475,9,0,18/03/2013 09:00,Delta Air Lines Inc.
152248,2013,3,18,900.0,900,0.0,1231.0,1220,11.0,AA,1,N328AA,JFK,LAX,354.0,2475,9,0,18/03/2013 09:00,American Airlines Inc.
152258,2013,3,18,909.0,910,-1.0,1227.0,1235,-8.0,VX,407,N626VA,JFK,LAX,346.0,2475,9,10,18/03/2013 09:00,Virgin America
152312,2013,3,18,1020.0,2100,800.0,1336.0,32,784.0,DL,2363,N624AG,JFK,LAX,335.0,2475,21,0,18/03/2013 21:00,Delta Air Lines Inc.
152314,2013,3,18,1025.0,1030,-5.0,1331.0,1340,-9.0,AA,19,N319AA,JFK,LAX,343.0,2475,10,30,18/03/2013 10:00,American Airlines Inc.
152349,2013,3,18,1113.0,1115,-2.0,1430.0,1424,6.0,B6,673,N806JB,JFK,LAX,353.0,2475,11,15,18/03/2013 11:00,JetBlue Airways
152359,2013,3,18,1124.0,1130,-6.0,1419.0,1437,-18.0,UA,703,N508UA,JFK,LAX,339.0,2475,11,30,18/03/2013 11:00,United Air Lines Inc.
152380,2013,3,18,1152.0,1200,-8.0,1514.0,1511,3.0,DL,863,N704X,JFK,LAX,367.0,2475,12,0,18/03/2013 12:00,Delta Air Lines Inc.
152383,2013,3,18,1155.0,1200,-5.0,1505.0,1510,-5.0,AA,3,N324AA,JFK,LAX,346.0,2475,12,0,18/03/2013 12:00,American Airlines Inc.
152456,2013,3,18,1322.0,1325,-3.0,1657.0,1650,7.0,VX,411,N640VA,JFK,LAX,354.0,2475,13,25,18/03/2013 13:00,Virgin America
152472,2013,3,18,1346.0,1345,1.0,1715.0,1705,10.0,AA,117,N327AA,JFK,LAX,354.0,2475,13,45,18/03/2013 13:00,American Airlines Inc.
152508,2013,3,18,1440.0,1445,-5.0,1803.0,1819,-16.0,DL,963,N721TW,JFK,LAX,346.0,2475,14,45,18/03/2013 14:00,Delta Air Lines Inc.
152586,2013,3,18,1545.0,1545,0.0,1924.0,1907,17.0,UA,132,N29129,JFK,LAX,345.0,2475,15,45,18/03/2013 15:00,United Air Lines Inc.
152588,2013,3,18,1547.0,1545,2.0,1935.0,1910,25.0,AA,133,N329AA,JFK,LAX,346.0,2475,15,45,18/03/2013 15:00,American Airlines Inc.
152597,2013,3,18,1554.0,1600,-6.0,1949.0,1934,15.0,DL,1461,N705TW,JFK,LAX,351.0,2475,16,0,18/03/2013 16:00,Delta Air Lines Inc.
152631,2013,3,18,1626.0,1630,-4.0,1959.0,1954,5.0,B6,675,N708JB,JFK,LAX,353.0,2475,16,30,18/03/2013 16:00,JetBlue Airways
152655,2013,3,18,1646.0,1645,1.0,2041.0,2005,36.0,AA,181,N335AA,JFK,LAX,352.0,2475,16,45,18/03/2013 16:00,American Airlines Inc.
152697,2013,3,18,1726.0,1655,31.0,2104.0,2030,34.0,VX,413,N622VA,JFK,LAX,354.0,2475,16,55,18/03/2013 16:00,Virgin America
152711,2013,3,18,1738.0,1725,13.0,2111.0,2100,11.0,DL,127,N706TW,JFK,LAX,353.0,2475,17,25,18/03/2013 17:00,Delta Air Lines Inc.
152731,2013,3,18,1802.0,1753,9.0,2147.0,2105,42.0,UA,535,N596UA,JFK,LAX,355.0,2475,17,53,18/03/2013 17:00,United Air Lines Inc.
152776,2013,3,18,1855.0,1900,-5.0,2347.0,2240,67.0,DL,87,N712TW,JFK,LAX,360.0,2475,19,0,18/03/2013 19:00,Delta Air Lines Inc.
152803,2013,3,18,1928.0,1905,23.0,2356.0,2225,91.0,AA,21,N339AA,JFK,LAX,332.0,2475,19,5,18/03/2013 19:00,American Airlines Inc.
152847,2013,3,18,2110.0,2045,25.0,118.0,2357,81.0,B6,677,N809JB,JFK,LAX,359.0,2475,20,45,18/03/2013 20:00,JetBlue Airways
152892,2013,3,18,2220.0,2029,111.0,205.0,2333,152.0,UA,771,N557UA,JFK,LAX,354.0,2475,20,29,18/03/2013 20:00,United Air Lines Inc.
152905,2013,3,18,2258.0,2135,83.0,242.0,50,112.0,AA,185,N338AA,JFK,LAX,344.0,2475,21,35,18/03/2013 21:00,American Airlines Inc.
152915,2013,3,18,2317.0,2005,192.0,319.0,2330,229.0,VX,415,N642VA,JFK,LAX,366.0,2475,20,5,18/03/2013 20:00,Virgin America
152990,2013,3,19,603.0,610,-7.0,918.0,925,-7.0,UA,797,N505UA,JFK,LAX,343.0,2475,6,10,19/03/2013 06:00,United Air Lines Inc.
153033,2013,3,19,657.0,700,-3.0,1025.0,1030,-5.0,DL,763,N707TW,JFK,LAX,353.0,2475,7,0,19/03/2013 07:00,Delta Air Lines Inc.
153054,2013,3,19,712.0,715,-3.0,1036.0,1037,-1.0,B6,671,N705JB,JFK,LAX,347.0,2475,7,15,19/03/2013 07:00,JetBlue Airways
153055,2013,3,19,712.0,710,2.0,1042.0,1035,7.0,VX,399,N626VA,JFK,LAX,359.0,2475,7,10,19/03/2013 07:00,Virgin America
153064,2013,3,19,727.0,730,-3.0,1038.0,1100,-22.0,AA,33,N323AA,JFK,LAX,348.0,2475,7,30,19/03/2013 07:00,American Airlines Inc.
153141,2013,3,19,837.0,840,-3.0,1144.0,1150,-6.0,UA,443,N596UA,JFK,LAX,339.0,2475,8,40,19/03/2013 08:00,United Air Lines Inc.
153158,2013,3,19,851.0,900,-9.0,1208.0,1220,-12.0,AA,1,N320AA,JFK,LAX,348.0,2475,9,0,19/03/2013 09:00,American Airlines Inc.
153164,2013,3,19,857.0,900,-3.0,1223.0,1224,-1.0,DL,120,N711ZX,JFK,LAX,343.0,2475,9,0,19/03/2013 09:00,Delta Air Lines Inc.
153175,2013,3,19,902.0,910,-8.0,1226.0,1235,-9.0,VX,407,N622VA,JFK,LAX,350.0,2475,9,10,19/03/2013 09:00,Virgin America
153247,2013,3,19,1020.0,1030,-10.0,1330.0,1340,-10.0,AA,19,N335AA,JFK,LAX,337.0,2475,10,30,19/03/2013 10:00,American Airlines Inc.
153282,2013,3,19,1122.0,1130,-8.0,1415.0,1437,-22.0,UA,703,N508UA,JFK,LAX,335.0,2475,11,30,19/03/2013 11:00,United Air Lines Inc.
153300,2013,3,19,1144.0,1115,29.0,1436.0,1424,12.0,B6,673,N623JB,JFK,LAX,334.0,2475,11,15,19/03/2013 11:00,JetBlue Airways
