,sched_arr_datetime (mod),arr_time,sched_arr_time,arr_delay,name,actual_delay,station,Wind Speed [in knots],Wind Gust [in knots],One hour precipitation [in inches],Pressure altimeter [in inches],Visibility [in miles],Sky Level 1 Coverage,Sky Level 2 Coverage,Sky Level 3 Coverage,Sky Level 4 Coverage
5759,2013-07-09 19:53:00,22:05,20:15,110.0,American Airlines Inc.,192.0,LAX,11.0,,0.00,30.0,9.0,2.0,3.0,,
5760,2013-07-09 20:53:00,22:02,20:58,64.0,United Air Lines Inc.,90.0,LAX,10.0,,0.00,30.01,10.0,2.0,3.0,,
5761,2013-07-09 21:53:00,22:16,21:35,41.0,Delta Air Lines Inc.,42.0,LAX,9.0,,0.00,30.01,10.0,2.0,3.0,3.0,
5762,2013-07-09 22:53:00,00:21,22:30,111.0,American Airlines Inc.,260.0,LAX,8.0,,0.00,29.98,10.0,2.0,3.0,,
5763,2013-07-09 22:53:00,00:01,23:05,56.0,Virgin America,137.0,LAX,8.0,,0.00,29.98,10.0,2.0,3.0,,
5764,2013-07-09 23:53:00,00:23,23:24,59.0,United Air Lines Inc.,132.0,LAX,8.0,,0.00,29.97,10.0,2.0,3.0,,
5765,2013-07-09 23:53:00,23:51,23:48,3.0,JetBlue Airways,-1.0,LAX,8.0,,0.00,29.97,10.0,2.0,3.0,,
5766,2013-07-09 23:53:00,00:15,00:22,-7.0,Delta Air Lines Inc.,31.0,LAX,8.0,,0.00,29.97,10.0,2.0,3.0,,
5767,2013-07-09 00:53:00,01:34,01:00,34.0,American Airlines Inc.,106.0,LAX,15.0,,0.00,29.86,10.0,1.0,,,
5768,2013-07-09 01:53:00,02:23,01:35,48.0,JetBlue Airways,110.0,LAX,11.0,,0.00,29.87,10.0,1.0,,,
5769,2013-07-10 09:53:00,09:02,09:23,-21.0,United Air Lines Inc.,-31.0,LAX,3.0,,0.00,29.96,10.0,2.0,3.0,,
5770,2013-07-10 09:53:00,09:40,09:51,-11.0,JetBlue Airways,-9.0,LAX,3.0,,0.00,29.96,10.0,2.0,3.0,,
5771,2013-07-10 09:53:00,10:17,10:04,13.0,Delta Air Lines Inc.,17.0,LAX,3.0,,0.00,29.96,10.0,2.0,3.0,,
5772,2013-07-10 09:53:00,10:00,10:10,-10.0,Virgin America,-13.0,LAX,3.0,,0.00,29.96,10.0,2.0,3.0,,
5773,2013-07-10 10:53:00,10:27,10:25,2.0,American Airlines Inc.,0.0,LAX,3.0,,0.00,29.95,10.0,2.0,4.0,,
5774,2013-07-10 11:53:00,11:31,11:32,-1.0,United Air Lines Inc.,-6.0,LAX,0.0,,0.00,29.95,10.0,2.0,4.0,,
5775,2013-07-10 11:53:00,11:53,11:56,-3.0,Delta Air Lines Inc.,-4.0,LAX,0.0,,0.00,29.95,10.0,2.0,4.0,,
5776,2013-07-10 11:53:00,11:55,12:10,-15.0,American Airlines Inc.,-13.0,LAX,0.0,,0.00,29.95,10.0,2.0,4.0,,
5777,2013-07-10 11:53:00,11:55,12:20,-25.0,Virgin America,-29.0,LAX,0.0,,0.00,29.95,10.0,2.0,4.0,,
5778,2013-07-10 11:53:00,12:12,12:21,-9.0,JetBlue Airways,-7.0,LAX,0.0,,0.00,29.95,10.0,2.0,4.0,,
5779,2013-07-10 13:53:00,13:06,13:25,-19.0,American Airlines Inc.,-19.0,LAX,0.0,,T,29.96,10.0,2.0,3.0,4.0,4.0
5780,2013-07-10 13:53:00,13:49,14:14,-25.0,United Air Lines Inc.,-26.0,LAX,0.0,,T,29.96,10.0,2.0,3.0,4.0,4.0
5781,2013-07-10 14:53:00,14:40,14:55,-15.0,Delta Air Lines Inc.,-11.0,LAX,4.0,,0.00,29.96,9.0,3.0,4.0,4.0,
5782,2013-07-10 14:53:00,14:20,14:50,-30.0,American Airlines Inc.,-38.0,LAX,4.0,,0.00,29.96,9.0,3.0,4.0,4.0,
5783,2013-07-10 14:53:00,14:53,14:52,1.0,JetBlue Airways,-3.0,LAX,4.0,,0.00,29.96,9.0,3.0,4.0,4.0,
5784,2013-07-10 16:53:00,16:38,16:45,-7.0,American Airlines Inc.,-10.0,LAX,7.0,,0.00,29.96,9.0,2.0,4.0,4.0,
5785,2013-07-10 17:53:00,23:10,17:48,322.0,United Air Lines Inc.,628.0,LAX,0.0,,0.00,29.98,9.0,2.0,5.0,,
5786,2013-07-10 18:53:00,23:24,18:50,274.0,Delta Air Lines Inc.,542.0,LAX,8.0,,0.00,29.98,10.0,4.0,4.0,,
5787,2013-07-10 18:53:00,23:42,19:00,282.0,American Airlines Inc.,476.0,LAX,8.0,,0.00,29.98,10.0,4.0,4.0,,
5788,2013-07-10 19:53:00,21:27,19:39,108.0,JetBlue Airways,171.0,LAX,6.0,,0.00,29.98,8.0,4.0,4.0,,
5789,2013-07-10 19:53:00,03:05,20:05,420.0,Virgin America,833.0,LAX,6.0,,0.00,29.98,8.0,4.0,4.0,,
5790,2013-07-10 19:53:00,21:51,20:18,93.0,Delta Air Lines Inc.,91.0,LAX,6.0,,0.00,29.98,8.0,4.0,4.0,,
5791,2013-07-10 19:53:00,21:43,20:15,88.0,American Airlines Inc.,98.0,LAX,6.0,,0.00,29.98,8.0,4.0,4.0,,
5792,2013-07-10 20:53:00,23:27,20:58,149.0,United Air Lines Inc.,243.0,LAX,6.0,,0.00,29.97,7.0,5.0,,,
5793,2013-07-10 21:53:00,22:40,21:35,65.0,Delta Air Lines Inc.,64.0,LAX,6.0,,0.00,29.96,7.0,4.0,4.0,,
5794,2013-07-10 22:53:00,01:36,23:05,151.0,Virgin America,256.0,LAX,3.0,,0.00,29.95,9.0,4.0,5.0,,
5795,2013-07-10 23:53:00,02:42,23:24,198.0,United Air Lines Inc.,327.0,LAX,6.0,,T,29.93,9.0,2.0,5.0,,
5796,2013-07-10 23:53:00,01:30,23:48,102.0,JetBlue Airways,109.0,LAX,6.0,,T,29.93,9.0,2.0,5.0,,
5797,2013-07-10 23:53:00,05:06,00:22,284.0,Delta Air Lines Inc.,603.0,LAX,6.0,,T,29.93,9.0,2.0,5.0,,
5798,2013-07-10 00:53:00,02:35,01:00,95.0,American Airlines Inc.,145.0,LAX,8.0,,0.00,29.95,10.0,2.0,,,
5799,2013-07-10 01:53:00,04:17,01:35,162.0,JetBlue Airways,331.0,LAX,8.0,,0.00,29.93,10.0,2.0,,,
5800,2013-07-11 09:53:00,08:53,09:23,-30.0,United Air Lines Inc.,-38.0,LAX,5.0,,T,29.93,8.0,2.0,3.0,4.0,5.0
5801,2013-07-11 09:53:00,10:04,10:04,0.0,Delta Air Lines Inc.,7.0,LAX,5.0,,T,29.93,8.0,2.0,3.0,4.0,5.0
5802,2013-07-11 09:53:00,09:46,09:51,-5.0,JetBlue Airways,7.0,LAX,5.0,,T,29.93,8.0,2.0,3.0,4.0,5.0
5803,2013-07-11 09:53:00,10:24,10:10,14.0,Virgin America,33.0,LAX,5.0,,T,29.93,8.0,2.0,3.0,4.0,5.0
5804,2013-07-11 10:53:00,10:16,10:25,-9.0,American Airlines Inc.,-9.0,LAX,0.0,,0.00,29.91,9.0,2.0,3.0,4.0,5.0
5805,2013-07-11 11:53:00,12:12,11:32,40.0,United Air Lines Inc.,36.0,LAX,4.0,,0.00,29.92,8.0,2.0,3.0,3.0,5.0
5806,2013-07-11 11:53:00,11:08,11:56,-48.0,Delta Air Lines Inc.,-52.0,LAX,4.0,,0.00,29.92,8.0,2.0,3.0,3.0,5.0
5807,2013-07-11 11:53:00,11:34,12:10,-36.0,American Airlines Inc.,-42.0,LAX,4.0,,0.00,29.92,8.0,2.0,3.0,3.0,5.0
5808,2013-07-11 11:53:00,12:27,12:20,7.0,Virgin America,9.0,LAX,4.0,,0.00,29.92,8.0,2.0,3.0,3.0,5.0
5809,2013-07-11 11:53:00,12:15,12:21,-6.0,JetBlue Airways,-5.0,LAX,4.0,,0.00,29.92,8.0,2.0,3.0,3.0,5.0
5810,2013-07-11 13:53:00,13:16,13:25,-9.0,American Airlines Inc.,-11.0,LAX,5.0,,0.00,29.94,8.0,2.0,3.0,3.0,4.0
5811,2013-07-11 13:53:00,14:00,14:14,-14.0,United Air Lines Inc.,-20.0,LAX,5.0,,0.00,29.94,8.0,2.0,3.0,3.0,4.0
5812,2013-07-11 14:53:00,14:46,14:50,-4.0,American Airlines Inc.,2.0,LAX,8.0,,T,29.95,8.0,2.0,3.0,4.0,5.0
5813,2013-07-11 14:53:00,15:00,14:55,5.0,Delta Air Lines Inc.,14.0,LAX,8.0,,T,29.95,8.0,2.0,3.0,4.0,5.0
5814,2013-07-11 14:53:00,14:50,14:52,-2.0,JetBlue Airways,-5.0,LAX,8.0,,T,29.95,8.0,2.0,3.0,4.0,5.0
5815,2013-07-11 15:53:00,16:08,15:55,13.0,Virgin America,29.0,LAX,5.0,,T,29.96,9.0,2.0,3.0,4.0,5.0
5816,2013-07-11 16:53:00,16:32,16:45,-13.0,American Airlines Inc.,-18.0,LAX,0.0,,0.00,29.97,9.0,2.0,3.0,4.0,5.0
5817,2013-07-11 17:53:00,17:19,17:25,-6.0,Virgin America,-3.0,LAX,6.0,,0.00,29.98,10.0,2.0,3.0,4.0,4.0
5818,2013-07-11 17:53:00,17:37,17:48,-11.0,United Air Lines Inc.,-10.0,LAX,6.0,,0.00,29.98,10.0,2.0,3.0,4.0,4.0
5819,2013-07-11 18:53:00,18:37,18:50,-13.0,Delta Air Lines Inc.,-10.0,LAX,7.0,,0.00,29.97,10.0,2.0,3.0,4.0,4.0
5820,2013-07-11 18:53:00,18:50,19:00,-10.0,American Airlines Inc.,-7.0,LAX,7.0,,0.00,29.97,10.0,2.0,3.0,4.0,4.0
5821,2013-07-11 19:53:00,20:32,19:39,53.0,JetBlue Airways,134.0,LAX,3.0,,0.00,29.97,10.0,2.0,3.0,4.0,5.0
5822,2013-07-11 19:53:00,19:29,20:05,-36.0,Virgin America,-32.0,LAX,3.0,,0.00,29.97,10.0,2.0,3.0,4.0,5.0
5823,2013-07-11 19:53:00,19:40,20:18,-38.0,Delta Air Lines Inc.,-35.0,LAX,3.0,,0.00,29.97,10.0,2.0,3.0,4.0,5.0
5824,2013-07-11 19:53:00,19:56,20:15,-19.0,American Airlines Inc.,-22.0,LAX,3.0,,0.00,29.97,10.0,2.0,3.0,4.0,5.0
5825,2013-07-11 20:53:00,21:27,20:58,29.0,United Air Lines Inc.,66.0,LAX,6.0,,T,29.95,10.0,2.0,3.0,4.0,5.0
5826,2013-07-11 21:53:00,22:13,21:35,38.0,Delta Air Lines Inc.,110.0,LAX,6.0,,0.00,29.94,10.0,2.0,3.0,4.0,5.0
5827,2013-07-11 22:53:00,22:27,22:30,-3.0,American Airlines Inc.,-5.0,LAX,6.0,,0.00,29.93,10.0,5.0,,,
5828,2013-07-11 22:53:00,00:01,23:05,56.0,Virgin America,140.0,LAX,6.0,,0.00,29.93,10.0,5.0,,,
5829,2013-07-11 23:53:00,23:49,23:24,25.0,United Air Lines Inc.,100.0,LAX,5.0,,0.00,29.92,10.0,5.0,,,
5830,2013-07-11 23:53:00,23:47,23:48,-1.0,JetBlue Airways,-3.0,LAX,5.0,,0.00,29.92,10.0,5.0,,,
5831,2013-07-11 23:53:00,00:11,00:22,-11.0,Delta Air Lines Inc.,9.0,LAX,5.0,,0.00,29.92,10.0,5.0,,,
5832,2013-07-11 00:53:00,00:26,01:00,-34.0,American Airlines Inc.,-31.0,LAX,6.0,,T,29.92,8.0,2.0,3.0,5.0,
5833,2013-07-11 01:53:00,02:44,01:35,69.0,JetBlue Airways,158.0,LAX,6.0,,0.00,29.93,6.0,2.0,5.0,,
5834,2013-07-12 09:53:00,08:45,09:23,-38.0,United Air Lines Inc.,-46.0,LAX,0.0,,0.00,29.91,8.0,5.0,,,
5835,2013-07-12 09:53:00,09:10,09:51,-41.0,JetBlue Airways,-45.0,LAX,0.0,,0.00,29.91,8.0,5.0,,,
5836,2013-07-12 09:53:00,09:31,10:04,-33.0,Delta Air Lines Inc.,-38.0,LAX,0.0,,0.00,29.91,8.0,5.0,,,
5837,2013-07-12 09:53:00,09:45,10:10,-25.0,Virgin America,-19.0,LAX,0.0,,0.00,29.91,8.0,5.0,,,
5838,2013-07-12 10:53:00,10:26,10:25,1.0,American Airlines Inc.,3.0,LAX,0.0,,0.00,29.92,8.0,5.0,,,
5839,2013-07-12 11:53:00,10:58,11:32,-34.0,United Air Lines Inc.,-36.0,LAX,0.0,,0.00,29.92,8.0,5.0,,,
5840,2013-07-12 11:53:00,11:42,11:53,-11.0,Delta Air Lines Inc.,8.0,LAX,0.0,,0.00,29.92,8.0,5.0,,,
5841,2013-07-12 11:53:00,12:17,12:10,7.0,American Airlines Inc.,6.0,LAX,0.0,,0.00,29.92,8.0,5.0,,,
5842,2013-07-12 11:53:00,12:41,12:20,21.0,Virgin America,74.0,LAX,0.0,,0.00,29.92,8.0,5.0,,,
5843,2013-07-12 11:53:00,12:03,12:21,-18.0,JetBlue Airways,-23.0,LAX,0.0,,0.00,29.92,8.0,5.0,,,
5844,2013-07-12 13:53:00,12:47,13:25,-38.0,American Airlines Inc.,-44.0,LAX,3.0,,0.00,29.92,4.0,5.0,,,
5845,2013-07-12 13:53:00,13:30,14:14,-44.0,United Air Lines Inc.,-49.0,LAX,3.0,,0.00,29.92,4.0,5.0,,,
5846,2013-07-12 14:53:00,14:32,14:55,-23.0,Delta Air Lines Inc.,-25.0,LAX,4.0,,0.00,29.93,4.0,3.0,5.0,,
5847,2013-07-12 14:53:00,14:20,14:50,-30.0,American Airlines Inc.,-38.0,LAX,4.0,,0.00,29.93,4.0,3.0,5.0,,
5848,2013-07-12 14:53:00,15:08,14:52,16.0,JetBlue Airways,38.0,LAX,4.0,,0.00,29.93,4.0,3.0,5.0,,
5849,2013-07-12 15:53:00,15:50,15:55,-5.0,Virgin America,2.0,LAX,0.0,,0.00,29.94,5.0,3.0,5.0,,
5850,2013-07-12 16:53:00,16:22,16:45,-23.0,American Airlines Inc.,-29.0,LAX,0.0,,0.00,29.93,6.0,2.0,3.0,4.0,
5851,2013-07-12 17:53:00,18:16,17:48,28.0,United Air Lines Inc.,54.0,LAX,5.0,,0.00,29.93,6.0,2.0,3.0,4.0,
5852,2013-07-12 18:53:00,18:46,18:50,-4.0,Delta Air Lines Inc.,12.0,LAX,8.0,,0.00,29.93,7.0,2.0,3.0,3.0,
5853,2013-07-12 18:53:00,19:25,19:00,25.0,American Airlines Inc.,22.0,LAX,8.0,,0.00,29.93,7.0,2.0,3.0,3.0,
5854,2013-07-12 19:53:00,20:06,19:39,27.0,JetBlue Airways,30.0,LAX,10.0,,0.00,29.92,8.0,3.0,3.0,,
5855,2013-07-12 19:53:00,20:34,20:05,29.0,Virgin America,35.0,LAX,10.0,,0.00,29.92,8.0,3.0,3.0,,
5856,2013-07-12 19:53:00,21:20,20:18,62.0,Delta Air Lines Inc.,84.0,LAX,10.0,,0.00,29.92,8.0,3.0,3.0,,
5857,2013-07-12 19:53:00,20:08,20:15,-7.0,American Airlines Inc.,-11.0,LAX,10.0,,0.00,29.92,8.0,3.0,3.0,,
5858,2013-07-12 20:53:00,21:07,20:58,9.0,United Air Lines Inc.,42.0,LAX,11.0,,0.00,29.92,9.0,2.0,3.0,3.0,
5859,2013-07-12 21:53:00,22:08,21:35,33.0,Delta Air Lines Inc.,34.0,LAX,12.0,,0.00,29.9,10.0,2.0,3.0,3.0,3.0
5860,2013-07-12 22:53:00,00:04,22:30,94.0,American Airlines Inc.,242.0,LAX,15.0,,0.00,29.9,10.0,2.0,3.0,,
5861,2013-07-12 22:53:00,23:55,23:05,50.0,Virgin America,67.0,LAX,15.0,,0.00,29.9,10.0,2.0,3.0,,
5862,2013-07-12 23:53:00,22:59,23:24,-25.0,United Air Lines Inc.,-24.0,LAX,15.0,,0.00,29.88,10.0,2.0,3.0,3.0,
5863,2013-07-12 23:53:00,23:41,23:48,-7.0,JetBlue Airways,-8.0,LAX,15.0,,0.00,29.88,10.0,2.0,3.0,3.0,
5864,2013-07-12 23:53:00,23:58,00:22,-24.0,Delta Air Lines Inc.,9.0,LAX,15.0,,0.00,29.88,10.0,2.0,3.0,3.0,
5865,2013-07-12 00:53:00,00:20,01:00,-40.0,American Airlines Inc.,-20.0,LAX,5.0,,0.00,29.9,10.0,4.0,,,
5866,2013-07-12 01:53:00,01:23,01:35,-12.0,JetBlue Airways,-8.0,LAX,6.0,,0.00,29.9,10.0,4.0,,,
5867,2013-07-13 08:53:00,08:55,09:20,-25.0,United Air Lines Inc.,-27.0,LAX,4.0,,0.00,29.94,5.0,5.0,,,
5868,2013-07-13 09:53:00,09:34,09:57,-23.0,Delta Air Lines Inc.,-29.0,LAX,0.0,,0.00,29.94,6.0,5.0,,,
5869,2013-07-13 09:53:00,09:22,09:51,-29.0,JetBlue Airways,-26.0,LAX,0.0,,0.00,29.94,6.0,5.0,,,
5870,2013-07-13 09:53:00,09:45,10:10,-25.0,Virgin America,-25.0,LAX,0.0,,0.00,29.94,6.0,5.0,,,
5871,2013-07-13 10:53:00,09:53,10:25,-32.0,American Airlines Inc.,-37.0,LAX,3.0,,0.00,29.93,6.0,5.0,,,
5872,2013-07-13 11:53:00,10:38,11:35,-57.0,United Air Lines Inc.,-63.0,LAX,0.0,,0.00,29.93,6.0,5.0,,,
5873,2013-07-13 11:53:00,11:20,11:56,-36.0,Delta Air Lines Inc.,-41.0,LAX,0.0,,0.00,29.93,6.0,5.0,,,
5874,2013-07-13 11:53:00,11:35,12:10,-35.0,American Airlines Inc.,-40.0,LAX,0.0,,0.00,29.93,6.0,5.0,,,
5875,2013-07-13 11:53:00,11:54,12:20,-26.0,Virgin America,-15.0,LAX,0.0,,0.00,29.93,6.0,5.0,,,
5876,2013-07-13 13:53:00,13:36,14:05,-29.0,United Air Lines Inc.,-33.0,LAX,3.0,,0.00,29.95,3.0,5.0,,,
5877,2013-07-13 14:53:00,14:07,14:50,-43.0,American Airlines Inc.,-53.0,LAX,4.0,,0.00,29.95,4.0,5.0,,,
5878,2013-07-13 14:53:00,14:14,14:54,-40.0,Delta Air Lines Inc.,-40.0,LAX,4.0,,0.00,29.95,4.0,5.0,,,
5879,2013-07-13 14:53:00,14:35,14:52,-17.0,JetBlue Airways,-19.0,LAX,4.0,,0.00,29.95,4.0,5.0,,,
5880,2013-07-13 15:53:00,15:23,15:55,-32.0,Virgin America,-34.0,LAX,0.0,,0.00,29.97,5.0,4.0,4.0,5.0,
5881,2013-07-13 16:53:00,21:45,16:45,300.0,American Airlines Inc.,560.0,LAX,6.0,,0.00,29.96,6.0,3.0,3.0,,
5882,2013-07-13 17:53:00,17:30,17:58,-28.0,United Air Lines Inc.,-30.0,LAX,8.0,,0.00,29.96,7.0,2.0,3.0,3.0,
5883,2013-07-13 18:53:00,18:20,18:46,-26.0,Delta Air Lines Inc.,-25.0,LAX,8.0,,0.00,29.96,8.0,2.0,3.0,3.0,
5884,2013-07-13 18:53:00,18:16,19:00,-44.0,American Airlines Inc.,-49.0,LAX,8.0,,0.00,29.96,8.0,2.0,3.0,3.0,
5885,2013-07-13 19:53:00,20:33,19:39,54.0,JetBlue Airways,118.0,LAX,12.0,,0.00,29.95,9.0,2.0,3.0,3.0,4.0
5886,2013-07-13 19:53:00,19:57,20:05,-8.0,Virgin America,-2.0,LAX,12.0,,0.00,29.95,9.0,2.0,3.0,3.0,4.0
5887,2013-07-13 19:53:00,20:12,20:15,-3.0,American Airlines Inc.,-6.0,LAX,12.0,,0.00,29.95,9.0,2.0,3.0,3.0,4.0
5888,2013-07-13 20:53:00,21:32,20:58,34.0,United Air Lines Inc.,31.0,LAX,11.0,,0.00,29.94,10.0,3.0,3.0,4.0,4.0
5889,2013-07-13 21:53:00,21:57,21:35,22.0,Delta Air Lines Inc.,42.0,LAX,12.0,,0.00,29.93,10.0,2.0,3.0,3.0,4.0
5890,2013-07-13 22:53:00,22:22,22:30,-8.0,American Airlines Inc.,-9.0,LAX,13.0,19.0,0.00,29.9,10.0,2.0,3.0,3.0,
5891,2013-07-13 22:53:00,23:31,23:05,26.0,Virgin America,61.0,LAX,13.0,19.0,0.00,29.9,10.0,2.0,3.0,3.0,
5892,2013-07-13 23:53:00,00:43,23:48,55.0,JetBlue Airways,104.0,LAX,14.0,,0.00,29.89,10.0,4.0,4.0,,
5893,2013-07-13 00:53:00,00:05,01:00,-55.0,American Airlines Inc.,-52.0,LAX,14.0,,0.00,29.87,10.0,2.0,3.0,,
5894,2013-07-13 01:53:00,02:16,01:35,41.0,JetBlue Airways,58.0,LAX,14.0,,0.00,29.88,10.0,2.0,3.0,,
5895,2013-07-14 09:53:00,09:36,10:04,-28.0,Delta Air Lines Inc.,-28.0,LAX,4.0,,0.00,29.9,8.0,2.0,,,
5896,2013-07-14 09:53:00,10:52,09:51,61.0,JetBlue Airways,113.0,LAX,4.0,,0.00,29.9,8.0,2.0,,,
5897,2013-07-14 09:53:00,09:57,10:10,-13.0,Virgin America,-14.0,LAX,4.0,,0.00,29.9,8.0,2.0,,,
5898,2013-07-14 10:53:00,09:44,10:25,-41.0,American Airlines Inc.,-42.0,LAX,0.0,,0.00,29.9,7.0,4.0,,,
5899,2013-07-14 11:53:00,11:13,11:34,-21.0,United Air Lines Inc.,-16.0,LAX,0.0,,0.00,29.91,6.0,5.0,,,
5900,2013-07-14 11:53:00,11:23,11:56,-33.0,Delta Air Lines Inc.,-35.0,LAX,0.0,,0.00,29.91,6.0,5.0,,,
5901,2013-07-14 11:53:00,12:42,12:10,32.0,American Airlines Inc.,102.0,LAX,0.0,,0.00,29.91,6.0,5.0,,,
5902,2013-07-14 11:53:00,11:49,12:20,-31.0,Virgin America,-24.0,LAX,0.0,,0.00,29.91,6.0,5.0,,,
5903,2013-07-14 11:53:00,11:56,12:21,-25.0,JetBlue Airways,-30.0,LAX,0.0,,0.00,29.91,6.0,5.0,,,
5904,2013-07-14 13:53:00,12:55,13:25,-30.0,American Airlines Inc.,-32.0,LAX,3.0,,0.00,29.93,4.0,5.0,,,
5905,2013-07-14 13:53:00,13:23,14:09,-46.0,United Air Lines Inc.,-51.0,LAX,3.0,,0.00,29.93,4.0,5.0,,,
5906,2013-07-14 14:53:00,14:22,14:50,-28.0,American Airlines Inc.,-36.0,LAX,0.0,,0.00,29.93,4.0,4.0,,,
5907,2013-07-14 14:53:00,14:25,14:55,-30.0,Delta Air Lines Inc.,-30.0,LAX,0.0,,0.00,29.93,4.0,4.0,,,
5908,2013-07-14 14:53:00,14:11,14:52,-41.0,JetBlue Airways,-43.0,LAX,0.0,,0.00,29.93,4.0,4.0,,,
5909,2013-07-14 15:53:00,15:29,15:55,-26.0,Virgin America,-26.0,LAX,4.0,,0.00,29.94,5.0,2.0,4.0,,
5910,2013-07-14 16:53:00,16:23,16:45,-22.0,American Airlines Inc.,-32.0,LAX,4.0,,0.00,29.94,5.0,2.0,3.0,,
5911,2013-07-14 17:53:00,18:26,17:50,36.0,United Air Lines Inc.,56.0,LAX,7.0,,0.00,29.92,6.0,3.0,,,
5912,2013-07-14 18:53:00,18:13,18:50,-37.0,Delta Air Lines Inc.,-33.0,LAX,9.0,,0.00,29.93,6.0,2.0,3.0,,
5913,2013-07-14 18:53:00,18:06,19:00,-54.0,American Airlines Inc.,-54.0,LAX,9.0,,0.00,29.93,6.0,2.0,3.0,,
5914,2013-07-14 19:53:00,18:48,19:39,-51.0,JetBlue Airways,-47.0,LAX,10.0,,0.00,29.92,6.0,2.0,,,
5915,2013-07-14 19:53:00,19:53,20:05,-12.0,Virgin America,28.0,LAX,10.0,,0.00,29.92,6.0,2.0,,,
5916,2013-07-14 19:53:00,20:08,20:18,-10.0,Delta Air Lines Inc.,46.0,LAX,10.0,,0.00,29.92,6.0,2.0,,,
5917,2013-07-14 19:53:00,19:25,20:15,-50.0,American Airlines Inc.,-55.0,LAX,10.0,,0.00,29.92,6.0,2.0,,,
5918,2013-07-14 20:53:00,20:23,20:54,-31.0,United Air Lines Inc.,-15.0,LAX,11.0,,0.00,29.9,9.0,2.0,,,
5919,2013-07-14 21:53:00,20:35,21:35,-60.0,Delta Air Lines Inc.,-59.0,LAX,10.0,,0.00,29.88,10.0,2.0,,,
5920,2013-07-14 22:53:00,21:39,22:30,-51.0,American Airlines Inc.,-45.0,LAX,12.0,,0.00,29.87,10.0,3.0,3.0,,
5921,2013-07-14 22:53:00,22:28,23:05,-37.0,Virgin America,-23.0,LAX,12.0,,0.00,29.87,10.0,3.0,3.0,,
5922,2013-07-14 23:53:00,23:17,23:24,-7.0,United Air Lines Inc.,1.0,LAX,13.0,,0.00,29.85,10.0,2.0,3.0,3.0,
5923,2013-07-14 23:53:00,22:58,23:48,-50.0,JetBlue Airways,-52.0,LAX,13.0,,0.00,29.85,10.0,2.0,3.0,3.0,
5924,2013-07-14 23:53:00,23:19,00:22,-63.0,Delta Air Lines Inc.,-64.0,LAX,13.0,,0.00,29.85,10.0,2.0,3.0,3.0,
5925,2013-07-14 00:53:00,00:20,01:00,-40.0,American Airlines Inc.,-37.0,LAX,14.0,,0.00,29.88,9.0,4.0,,,
5926,2013-07-14 01:53:00,01:13,01:35,-22.0,JetBlue Airways,-25.0,LAX,13.0,,0.00,29.88,10.0,5.0,,,
5927,2013-07-15 09:53:00,08:26,09:23,-57.0,United Air Lines Inc.,-67.0,LAX,0.0,,0.00,29.85,10.0,1.0,,,
5928,2013-07-15 09:53:00,09:25,09:51,-26.0,JetBlue Airways,-21.0,LAX,0.0,,0.00,29.85,10.0,1.0,,,
5929,2013-07-15 09:53:00,09:22,10:04,-42.0,Delta Air Lines Inc.,-48.0,LAX,0.0,,0.00,29.85,10.0,1.0,,,
5930,2013-07-15 09:53:00,09:34,10:10,-36.0,Virgin America,-42.0,LAX,0.0,,0.00,29.85,10.0,1.0,,,
5931,2013-07-15 10:53:00,09:45,10:25,-40.0,American Airlines Inc.,-43.0,LAX,0.0,,0.00,29.85,10.0,1.0,,,
5932,2013-07-15 11:53:00,11:17,11:32,-15.0,United Air Lines Inc.,-20.0,LAX,0.0,,0.00,29.85,10.0,2.0,,,
5933,2013-07-15 11:53:00,11:27,11:56,-29.0,Delta Air Lines Inc.,-23.0,LAX,0.0,,0.00,29.85,10.0,2.0,,,
5934,2013-07-15 11:53:00,11:45,12:10,-25.0,American Airlines Inc.,-21.0,LAX,0.0,,0.00,29.85,10.0,2.0,,,
5935,2013-07-15 11:53:00,11:42,12:20,-38.0,Virgin America,-37.0,LAX,0.0,,0.00,29.85,10.0,2.0,,,
5936,2013-07-15 11:53:00,11:36,12:21,-45.0,JetBlue Airways,-50.0,LAX,0.0,,0.00,29.85,10.0,2.0,,,
5937,2013-07-15 13:53:00,12:55,13:25,-30.0,American Airlines Inc.,-38.0,LAX,0.0,,0.00,29.86,8.0,2.0,3.0,,
5938,2013-07-15 13:53:00,13:37,14:14,-37.0,United Air Lines Inc.,-37.0,LAX,0.0,,0.00,29.86,8.0,2.0,3.0,,
5939,2013-07-15 14:53:00,14:27,14:50,-23.0,American Airlines Inc.,-28.0,LAX,4.0,,0.00,29.87,8.0,2.0,3.0,,
5940,2013-07-15 14:53:00,14:32,14:55,-23.0,Delta Air Lines Inc.,-28.0,LAX,4.0,,0.00,29.87,8.0,2.0,3.0,,
5941,2013-07-15 14:53:00,14:47,14:52,-5.0,JetBlue Airways,-8.0,LAX,4.0,,0.00,29.87,8.0,2.0,3.0,,
5942,2013-07-15 15:53:00,15:08,15:55,-47.0,Virgin America,-53.0,LAX,5.0,,0.00,29.88,8.0,2.0,,,
5943,2013-07-15 16:53:00,15:50,16:45,-55.0,American Airlines Inc.,-61.0,LAX,6.0,,0.00,29.88,8.0,2.0,,,
